Country,City,University,Program,Level,Duration_Years,Tuition_USD,Living_Cost_Index,Rent_USD,Visa_Fee_USD,Insurance_USD,Exchange_Rate,lat,lng
India,Pune,IIT Pune,Computer Science,Master,2.0,1600,40.5,250,180,300,82.75,18.5213738,73.8545071
Thailand,Nakhon Ratchasima,Suranaree University,Data Engineering,Master,2.0,9000,41.8,250,80,350,35.25,14.9747339,102.0981161
Egypt,Mansoura,Mansoura University,Information Systems,Bachelor,4.0,2000,28.5,170,100,200,30.9,31.0407772,31.3581295
Singapore,Singapore,SIM Global Education,Software Engineering,Bachelor,4.0,35000,83.8,1000,90,800,1.35,1.357107,103.8194992
UAE,Ras Al Khaimah,RAK University,Computer Engineering,Master,2.0,22000,62.5,700,270,750,3.67,25.7737705,55.938232
Brazil,Salvador,UFBA,Data Science,Master,2.0,0,46.8,380,90,400,4.95,-12.9822499,-38.4812772
India,Kanpur,IIT Kanpur,Artificial Intelligence,PhD,4.0,1900,39.8,240,180,300,82.75,26.4609135,80.3217588
Thailand,Songkhla,Thaksin University,Computer Engineering,Bachelor,4.0,8500,42.5,270,80,350,35.25,7.1973429,100.593205
Egypt,Aswan,Aswan University,Data Analytics,Master,2.0,1900,27.8,160,100,200,30.9,24.091071,32.897306
UAE,Fujairah,Fujairah University,Information Technology,Bachelor,4.0,21000,61.4,650,270,750,3.67,25.1244604,56.3355085
Iceland,Reykjavik,University of Iceland,Computer Science,Master,2.0,0,84.5,1200,140,900,137.5,64.145981,-21.9422367
Colombia,Bogota,Universidad Nacional,Software Engineering,Master,2.0,3500,41.2,400,80,300,3950.0,4.6534109,-74.0836547
Poland,Warsaw,University of Warsaw,Data Science,PhD,4.0,3000,54.8,650,80,400,4.1,52.2337172,21.0714322
Romania,Bucharest,University Politehnica,Computer Engineering,Bachelor,3.0,2500,45.2,450,120,350,4.65,44.4378654,26.0863631
Luxembourg,Luxembourg City,University of Luxembourg,Artificial Intelligence,Master,2.0,400,83.2,1400,100,800,0.92,49.5999681,6.1342493
Indonesia,Jakarta,University of Indonesia,Information Systems,Master,2.0,5000,45.8,400,150,250,15600.0,-6.1754049,106.827168
Iceland,Akureyri,University of Akureyri,Data Analytics,Bachelor,3.0,0,78.4,900,140,900,137.5,65.6839035,-18.1121756
Colombia,Medellin,Universidad de Antioquia,Computer Science,PhD,4.0,4000,38.5,350,80,300,3950.0,6.2697324,-75.6025597
Poland,Krakow,Jagiellonian University,Software Development,Master,2.0,2800,52.4,600,80,400,4.1,50.0619474,19.9368564
Romania,Cluj-Napoca,Babes-Bolyai University,Data Science,Master,2.0,2200,43.8,400,120,350,4.65,46.769379,23.5899542
Luxembourg,Esch-sur-Alzette,Luxembourg School of Business,Data Engineering,Master,2.0,400,79.5,1200,100,800,0.92,49.4959628,5.9850306
Indonesia,Bandung,Institut Teknologi Bandung,Computer Engineering,PhD,4.0,4500,42.4,300,150,250,15600.0,-6.9218457,107.6070833
Iceland,Reykjavik,Reykjavik University,Robotics,Master,2.0,0,84.5,1150,140,900,137.5,64.145981,-21.9422367
Colombia,Cali,Universidad del Valle,Information Technology,Bachelor,4.0,3200,36.8,300,80,300,3950.0,3.4519988,-76.5325259
Poland,Wroclaw,Wroclaw University of Technology,Artificial Intelligence,Master,2.0,2600,50.5,550,80,400,4.1,51.1089776,17.0326689
Romania,Timisoara,Politehnica University,Software Engineering,PhD,4.0,2400,42.5,380,120,350,4.65,45.7538355,21.2257474
Luxembourg,Belval,Luxembourg Institute of Science,Computer Science,Bachelor,3.0,400,78.4,1100,100,800,0.92,49.4942674,5.9595225
Indonesia,Yogyakarta,Gadjah Mada University,Data Science,Master,2.0,4000,40.2,250,150,250,15600.0,-7.8012646,110.3646857
Iceland,Hafnarfjordur,Iceland University of Arts,Digital Design,Master,2.0,0,82.1,1000,140,900,137.5,64.0695354,-21.9575664
Colombia,Barranquilla,Universidad del Norte,Computer Engineering,Master,2.0,3800,35.4,280,80,300,3950.0,11.0101922,-74.8231794
Poland,Poznan,Adam Mickiewicz University,Computer Science,PhD,4.0,2700,51.2,580,80,400,4.1,52.4082663,16.9335199
Romania,Iasi,Alexandru Ioan Cuza University,Information Systems,Master,2.0,2100,41.8,350,120,350,4.65,47.1615598,27.5837814
Luxembourg,Kirchberg,Sacred Heart University,Data Analytics,Master,2.0,400,81.5,1300,100,800,0.92,49.6278334,6.1596669
Indonesia,Surabaya,Institut Teknologi Sepuluh,Software Engineering,Bachelor,4.0,3800,41.5,280,150,250,15600.0,-7.2462836,112.7377674
Iceland,Kopavogur,Bifrost University,Digital Business,Bachelor,3.0,0,81.2,950,140,900,137.5,64.1113504,-21.9048106
Colombia,Bucaramanga,UIS,Data Science,PhD,4.0,3500,34.8,260,80,300,3950.0,7.1669842,-73.1047294
Poland,Gdansk,Gdansk University of Technology,Cybersecurity,Master,2.0,2500,49.8,520,80,400,4.1,54.3482907,18.6540233
Romania,Brasov,Transilvania University,Computer Engineering,Bachelor,4.0,2000,40.5,330,120,350,4.65,45.6525105,25.6105654
Luxembourg,Differdange,Miami University Dolibois,Information Technology,Master,2.0,400,77.8,1150,100,800,0.92,49.5208469,5.889242
Indonesia,Malang,Brawijaya University,Artificial Intelligence,Master,2.0,3500,39.8,240,150,250,15600.0,-7.9771308,112.6340265
Poland,Lodz,Lodz University of Technology,Software Engineering,Master,2.0,2400,48.5,500,80,400,4.1,51.7687323,19.4569911
Romania,Constanta,Ovidius University,Data Analytics,Master,2.0,1900,39.8,320,120,350,4.65,44.1767161,28.6507598
Luxembourg,Walferdange,European Business University,Digital Innovation,Bachelor,3.0,400,76.5,1100,100,800,0.92,49.6584806,6.1306387
Indonesia,Semarang,Diponegoro University,Computer Science,PhD,4.0,3200,38.5,220,150,250,15600.0,-6.9903988,110.4229104
Iceland,Borgarnes,Agricultural University,Data Systems,Master,2.0,0,79.8,900,140,900,137.5,64.5383337,-21.920208
Colombia,Cartagena,Universidad de Cartagena,Information Systems,Master,2.0,3300,35.2,290,80,300,3950.0,10.4265566,-75.5441671
Poland,Katowice,University of Silesia,Computer Engineering,Bachelor,3.0,2300,47.8,480,80,400,4.1,50.2137321,19.0058878
Romania,Craiova,University of Craiova,Software Development,PhD,4.0,2200,38.9,300,120,350,4.65,44.3190159,23.7965614
Luxembourg,Bertrange,Chamber of Commerce School,Business Analytics,Master,2.0,400,75.4,1050,100,800,0.92,49.6106029,6.0501598
Indonesia,Denpasar,Udayana University,Information Technology,Master,2.0,3000,37.9,200,150,250,15600.0,-8.6524973,115.2191175
Tunisia,Tunis,University of Tunis,Computer Science,Master,2.0,1500,35.8,250,60,200,3.15,36.8002068,10.1857757
Cyprus,Nicosia,University of Cyprus,Data Science,Master,2.0,8000,65.4,600,100,500,0.92,35.1746503,33.3638783
Croatia,Zagreb,University of Zagreb,Software Engineering,PhD,4.0,4000,58.9,450,80,400,7.35,45.8130967,15.9772795
Dominican Republic,Santo Domingo,INTEC,Computer Engineering,Bachelor,4.0,6000,42.5,350,100,300,56.8,18.4801972,-69.942111
Morocco,Rabat,Mohammed V University,Information Systems,Master,2.0,2000,41.2,300,70,250,10.15,34.0218454,-6.8408929
Peru,Lima,PUCP,Data Analytics,Master,2.0,8500,44.8,400,120,350,3.75,-12.0621065,-77.0365256
Argentina,Buenos Aires,University of Buenos Aires,Computer Science,PhD,4.0,0,42.5,350,90,280,275.0,-34.6083696,-58.4440583
Tunisia,Sfax,University of Sfax,Artificial Intelligence,Master,2.0,1400,33.2,200,60,200,3.15,34.7394361,10.7604024
Cyprus,Limassol,Cyprus University of Technology,Software Development,Bachelor,4.0,7500,62.8,550,100,500,0.92,34.6852901,33.0332657
Croatia,Split,University of Split,Data Engineering,Master,2.0,3800,56.4,400,80,400,7.35,43.5116383,16.4399659
Dominican Republic,Santiago,PUCMM,Information Technology,Master,2.0,5500,40.2,300,100,300,56.8,19.336389,-70.9521277
Morocco,Casablanca,Hassan II University,Computer Engineering,PhD,4.0,2200,43.5,350,70,250,10.15,33.5945144,-7.6200284
Peru,Arequipa,Universidad San Agustin,Software Engineering,Bachelor,4.0,7000,41.2,300,120,350,3.75,-16.3988667,-71.5369607
Argentina,Cordoba,National University of Cordoba,Data Science,Master,2.0,0,39.8,280,90,280,275.0,-31.4166867,-64.1834193
Tunisia,Sousse,University of Sousse,Computer Systems,Bachelor,3.0,1300,32.5,180,60,200,3.15,35.8288284,10.6405254
Cyprus,Larnaca,American University Cyprus,Artificial Intelligence,PhD,4.0,8200,61.5,500,100,500,0.92,34.9236095,33.6236184
Croatia,Rijeka,University of Rijeka,Information Systems,Master,2.0,3500,54.8,380,80,400,7.35,45.3267976,14.442208
Dominican Republic,La Romana,Universidad Central Este,Computer Science,Bachelor,4.0,5000,38.5,280,100,300,56.8,18.4230137,-68.9661104
Morocco,Fez,University of Al Quaraouiyine,Data Analytics,Master,2.0,1800,39.8,250,70,250,10.15,34.0346534,-5.0161926
Peru,Trujillo,Universidad Nacional de Trujillo,Software Development,PhD,4.0,7500,40.5,280,120,350,3.75,-8.1116778,-79.0287742
Argentina,Rosario,National University of Rosario,Computer Engineering,Master,2.0,0,38.5,260,90,280,275.0,-32.9593609,-60.6617024
Tunisia,Monastir,University of Monastir,Data Science,PhD,4.0,1600,31.8,170,60,200,3.15,35.7707582,10.8280511
Cyprus,Famagusta,Eastern Mediterranean University,Software Engineering,Master,2.0,7800,59.8,480,100,500,0.92,35.1205261,33.9387919
Croatia,Osijek,University of Osijek,Computer Science,Bachelor,3.0,3200,52.5,350,80,400,7.35,45.5548793,18.6953685
Dominican Republic,San Pedro,UCNE,Information Systems,Master,2.0,4800,37.2,260,100,300,56.8,19.3018139,-70.2494632
Morocco,Marrakech,Cadi Ayyad University,Artificial Intelligence,PhD,4.0,2100,40.5,280,70,250,10.15,31.6258257,-7.9891608
Peru,Cusco,Universidad San Antonio Abad,Data Analytics,Master,2.0,6800,39.8,260,120,350,3.75,-13.5170887,-71.9785356
Argentina,La Plata,National University of La Plata,Software Development,Bachelor,4.0,0,37.5,240,90,280,275.0,-34.9206797,-57.9537638
Tunisia,Gabes,University of Gabes,Computer Engineering,Master,2.0,1400,30.5,160,60,200,3.15,33.8878082,10.10044
Croatia,Zadar,University of Zadar,Information Technology,PhD,4.0,3600,53.2,370,80,400,7.35,44.1168594,15.2353257
Cyprus,Paphos,Neapolis University,Data Science,Bachelor,3.0,7400,58.5,450,100,500,0.92,34.7743988,32.4231586
Dominican Republic,Puerto Plata,UTESA,Computer Science,PhD,4.0,4500,36.8,250,100,300,56.8,19.7225234,-70.7208338
Morocco,Tangier,Abdelmalek Essaadi University,Software Engineering,Master,2.0,1900,38.9,260,70,250,10.15,35.7625681,-5.8295062
Peru,Piura,Universidad de Piura,Information Systems,Master,2.0,7200,38.5,250,120,350,3.75,-5.0,-80.333333
Argentina,Mendoza,National University of Cuyo,Data Analytics,PhD,4.0,0,36.8,230,90,280,275.0,-34.787093,-68.4381868
Tunisia,Bizerte,University of Carthage,Artificial Intelligence,Bachelor,3.0,1200,29.8,150,60,200,3.15,37.2720905,9.8708565
Cyprus,Girne,Girne American University,Computer Engineering,Master,2.0,7600,57.8,430,100,500,0.92,35.3396291,33.3205287
Croatia,Dubrovnik,University of Dubrovnik,Software Development,Master,2.0,3400,54.5,390,80,400,7.35,42.6491029,18.0939501
Morocco,Oujda,Mohammed I University,Computer Science,Bachelor,4.0,1700,37.5,240,70,250,10.15,34.677874,-1.929306
Peru,Chiclayo,Universidad San Martin,Data Engineering,PhD,4.0,6500,37.8,240,120,350,3.75,-6.7716146,-79.8387175
Ecuador,Quito,Universidad San Francisco,Computer Science,Master,2.0,8500,45.8,400,100,300,1.0,-0.2201641,-78.5123274
Lebanon,Beirut,American University of Beirut,Data Science,Master,2.0,20000,58.9,600,150,500,15000.0,33.8892265,35.5025585
Bahrain,Manama,University of Bahrain,Software Engineering,Bachelor,4.0,7000,65.4,700,130,600,0.38,26.2235041,50.5822436
Uruguay,Montevideo,Universidad de la Republica,Computer Engineering,PhD,4.0,0,52.4,450,90,350,39.5,-34.9058916,-56.1913095
Bulgaria,Sofia,Sofia University,Information Systems,Master,2.0,3500,48.5,400,110,300,1.85,42.6977028,23.3217359
Ghana,Accra,University of Ghana,Data Analytics,Master,2.0,4500,42.1,300,120,250,12.0,5.5571096,-0.2012376
Algeria,Algiers,University of Science and Technology,Computer Science,Bachelor,3.0,1200,38.5,250,80,200,137.5,36.7729333,3.0588445
Panama,Panama City,Universidad Tecnologica,Artificial Intelligence,Master,2.0,7500,51.2,600,100,400,1.0,8.9714493,-79.5341802
Ecuador,Guayaquil,ESPOL,Software Development,PhD,4.0,7800,43.2,350,100,300,1.0,-2.2895167,-80.0983887
Lebanon,Byblos,Lebanese American University,Data Engineering,Master,2.0,18000,55.4,500,150,500,15000.0,34.1236954,35.6493557
Bahrain,Riffa,Royal University for Women,Information Technology,Master,2.0,8000,63.2,650,130,600,0.38,26.1315261,50.5503431
Uruguay,Salto,Universidad ORT Uruguay,Computer Science,Master,2.0,6500,48.5,380,90,350,39.5,-31.38889,-57.9608876
Bulgaria,Plovdiv,Plovdiv University,Data Science,Bachelor,3.0,3200,45.8,350,110,300,1.85,42.1418541,24.7499297
Ghana,Kumasi,Kwame Nkrumah University,Software Engineering,PhD,4.0,4200,39.8,250,120,250,12.0,6.6985605,-1.6233086
Algeria,Oran,University of Oran,Computer Engineering,Master,2.0,1100,36.4,220,80,200,137.5,35.7044415,-0.6502981
Panama,David,ISAE University,Data Analytics,Bachelor,4.0,6800,47.5,450,100,400,1.0,8.4371469,-82.4286281
Ecuador,Cuenca,Universidad de Cuenca,Information Systems,Master,2.0,7200,42.5,320,100,300,1.0,-2.8974072,-79.0041726
Lebanon,Tripoli,Lebanese University,Computer Science,PhD,4.0,2000,52.1,400,150,500,15000.0,34.4373616,35.8348551
Bahrain,Isa Town,Bahrain Polytechnic,Software Development,Bachelor,4.0,6500,61.8,600,130,600,0.38,26.1741995,50.5473432
Uruguay,Maldonado,Universidad Catolica,Data Science,Master,2.0,7000,49.2,400,90,350,39.5,-34.9087162,-54.9582718
Bulgaria,Varna,Technical University Varna,Computer Engineering,Master,2.0,3100,44.2,330,110,300,1.85,43.2052135,27.8602025
Ghana,Cape Coast,University of Cape Coast,Information Technology,Master,2.0,4000,38.5,230,120,250,12.0,5.107467,-1.2430793
Algeria,Constantine,University of Constantine,Data Analytics,PhD,4.0,1300,35.8,200,80,200,137.5,36.3641642,6.6084281
Panama,Santiago,Universidad Latina,Computer Science,Master,2.0,6500,45.8,400,100,400,1.0,8.0989867,-80.9803978
Ecuador,Loja,UTPL,Artificial Intelligence,Bachelor,3.0,6800,41.2,300,100,300,1.0,-4.0528506,-79.8053425
Lebanon,Jounieh,Holy Spirit University,Software Engineering,Master,2.0,16000,54.5,450,150,500,15000.0,33.9741506,35.6200633
Bahrain,Sakhir,Arabian Gulf University,Data Science,PhD,4.0,9000,62.4,620,130,600,0.38,26.0316553,50.5145563
Uruguay,Rivera,UTEC,Information Systems,Bachelor,4.0,0,47.8,350,90,350,39.5,-30.900058,-55.5408151
Bulgaria,Burgas,Burgas Free University,Computer Science,Master,2.0,2900,43.5,320,110,300,1.85,42.5040226,27.3549696
Ghana,Tamale,University for Development,Software Development,PhD,4.0,3800,36.8,200,120,250,12.0,9.4051992,-0.8423986
Algeria,Annaba,Badji Mokhtar University,Computer Engineering,Master,2.0,1000,34.5,180,80,200,137.5,36.8982165,7.7549272
Panama,Chitré,Quality Leadership University,Data Analytics,Bachelor,3.0,6200,44.2,380,100,400,1.0,7.9633096,-80.4283492
Ecuador,Ambato,Universidad Tecnica,Information Technology,PhD,4.0,6500,40.5,280,100,300,1.0,-1.2422413,-78.6287594
Lebanon,Sidon,Lebanese International,Computer Science,Bachelor,4.0,15000,51.8,420,150,500,15000.0,33.5618345,35.3780338
Bahrain,Muharraq,Applied Science University,Data Engineering,Master,2.0,7500,61.5,580,130,600,0.38,26.2465946,50.6164127
Uruguay,Paysandu,Universidad de Paysandu,Software Engineering,Master,2.0,0,46.5,330,90,350,39.5,-32.3217257,-58.0892136
Bulgaria,Ruse,University of Ruse,Artificial Intelligence,PhD,4.0,3300,42.8,300,110,300,1.85,43.8480413,25.9542057
Ghana,Ho,University of Health Sciences,Data Science,Master,2.0,3500,35.4,180,120,250,12.0,6.6126598,0.4688932
Algeria,Tlemcen,University of Tlemcen,Information Systems,Bachelor,3.0,900,33.2,160,80,200,137.5,34.881789,-1.316699
Panama,La Chorrera,Universidad Metropolitana,Computer Science,Master,2.0,6000,43.5,350,100,400,1.0,8.883567,-79.7799498
Bangladesh,Dhaka,Bangladesh University of Engineering,Computer Science,Master,2.0,2500,42.5,250,100,200,109.5,23.7643863,90.3890144
Kuwait,Kuwait City,Kuwait University,Data Science,Master,2.0,3500,71.2,800,140,700,0.31,29.3796532,47.9734174
Ukraine,Kyiv,Igor Sikorsky Kyiv Polytechnic,Software Engineering,Bachelor,4.0,3800,45.8,400,120,300,36.8,50.4500336,30.5241361
Slovenia,Ljubljana,University of Ljubljana,Computer Engineering,PhD,4.0,4500,62.4,500,80,450,0.92,46.0500268,14.5069289
Serbia,Belgrade,University of Belgrade,Information Systems,Master,2.0,2800,48.5,350,90,320,108.5,44.8178131,20.4568974
Iran,Tehran,Sharif University of Technology,Data Analytics,Master,2.0,3000,51.2,400,150,280,42150.0,35.6892523,51.3896004
Uzbekistan,Tashkent,INHA University Tashkent,Computer Science,Bachelor,4.0,4200,44.5,300,160,250,12300.0,41.3123363,69.2787079
El Salvador,San Salvador,Universidad Don Bosco,Software Development,Master,2.0,5500,46.8,400,110,300,1.0,13.6989939,-89.1914249
Bangladesh,Chittagong,CUET,Artificial Intelligence,PhD,4.0,2200,39.8,200,100,200,109.5,22.333778,91.8344348
Kuwait,Hawalli,American University Kuwait,Data Engineering,Master,2.0,15000,68.5,750,140,700,0.31,29.3236609,48.1153148
Ukraine,Lviv,Lviv Polytechnic,Computer Science,Master,2.0,3500,43.2,350,120,300,36.8,49.841952,24.0315921
Slovenia,Maribor,University of Maribor,Data Science,Master,2.0,4200,58.5,450,80,450,0.92,46.5576439,15.6455854
Serbia,Novi Sad,University of Novi Sad,Software Engineering,PhD,4.0,2600,45.8,320,90,320,108.5,45.2551338,19.8451756
Iran,Isfahan,Isfahan University of Technology,Information Systems,Bachelor,3.0,2800,48.5,350,150,280,42150.0,32.6707877,51.6650002
Uzbekistan,Samarkand,Samarkand State University,Data Analytics,Master,2.0,3800,41.2,250,160,250,12300.0,39.6550017,66.9756954
El Salvador,Santa Ana,Universidad Catolica,Computer Engineering,Bachelor,4.0,5000,44.5,350,110,300,1.0,13.9947753,-89.5566069
Bangladesh,Khulna,Khulna University,Software Development,Master,2.0,2100,38.5,180,100,200,109.5,22.820000,89.550003
Kuwait,Al Jahra,Gulf University for Science,Artificial Intelligence,PhD,4.0,14000,66.8,700,140,700,0.31,29.3655294,47.2801569
Ukraine,Kharkiv,Kharkiv Polytechnic,Data Science,Master,2.0,3400,42.5,330,120,300,36.8,49.9923181,36.2310146
Slovenia,Koper,University of Primorska,Information Technology,Bachelor,3.0,4000,57.2,420,80,450,0.92,45.5479864,13.7304781
Serbia,Nis,University of Nis,Computer Engineering,Master,2.0,2500,44.2,300,90,320,108.5,43.3162736,21.9212335
Iran,Mashhad,Ferdowsi University,Data Analytics,PhD,4.0,2900,47.8,320,150,280,42150.0,36.2974945,59.6059232
Uzbekistan,Bukhara,Bukhara State University,Computer Science,Bachelor,4.0,3500,39.8,220,160,250,12300.0,39.7759835,64.415153
El Salvador,San Miguel,Universidad de Oriente,Information Systems,Master,2.0,4800,43.2,320,110,300,1.0,13.4803899,-88.17722
Bangladesh,Rajshahi,RUET,Software Engineering,Master,2.0,2000,37.2,170,100,200,109.5,24.6285432,89.0376862
Kuwait,Salmiya,Australian College Kuwait,Data Science,Bachelor,3.0,13500,65.4,680,140,700,0.31,29.3328242,48.0684884
Ukraine,Odesa,Odesa Polytechnic,Artificial Intelligence,PhD,4.0,3600,41.8,320,120,300,36.8,46.4843023,30.7322878
Slovenia,Nova Gorica,University of Nova Gorica,Computer Science,Master,2.0,4100,56.5,400,80,450,0.92,45.9580549,13.6474706
Serbia,Kragujevac,University of Kragujevac,Data Engineering,Bachelor,4.0,2400,43.5,280,90,320,108.5,44.0130251,20.91925
Iran,Shiraz,Shiraz University,Software Development,Master,2.0,2700,46.8,300,150,280,42150.0,29.6060218,52.5378041
Uzbekistan,Namangan,Namangan Institute,Information Technology,Master,2.0,3400,38.5,200,160,250,12300.0,40.9996482,71.6726238
El Salvador,Sonsonate,Universidad de Sonsonate,Data Science,Bachelor,3.0,4500,42.8,300,110,300,1.0,13.7115105,-89.6605842
Bangladesh,Sylhet,SUST,Computer Engineering,PhD,4.0,2300,36.8,160,100,200,109.5,24.89922,91.8685271
Kuwait,Al Ahmadi,ACK,Software Engineering,Master,2.0,13000,64.5,650,140,700,0.31,28.8538571,48.1652377
Ukraine,Dnipro,Dnipro Polytechnic,Data Analytics,Master,2.0,3300,40.5,300,120,300,36.8,51.5567163,30.6121981
Slovenia,Celje,Faculty of Logistics,Information Systems,Bachelor,3.0,3900,55.4,380,80,450,0.92,46.2293889,15.2616828
Serbia,Subotica,University of Subotica,Computer Science,Master,2.0,2300,42.8,270,90,320,108.5,46.1002058,19.6653273
Iran,Tabriz,University of Tabriz,Artificial Intelligence,PhD,4.0,2600,45.5,280,150,280,42150.0,38.0738612,46.2978789
Uzbekistan,Andijan,Andijan State University,Software Development,Master,2.0,3200,37.8,180,160,250,12300.0,40.7833471,72.3506746
El Salvador,Santa Tecla,ITCA-FEPADE,Computer Engineering,Bachelor,4.0,4200,42.1,280,110,300,1.0,13.6742985,-89.2880412
Malaysia,Kuala Lumpur,University of Malaya,Computer Science,Master,2.0,8500,55.4,500,120,400,4.65,3.1526589,101.7022205
Saudi Arabia,Riyadh,King Saud University,Data Science,PhD,4.0,5000,72.5,800,200,800,3.75,23.333333,45.333333
USA,Boston,Harvard University,Artificial Intelligence,Master,2.0,58000,82.1,2200,160,1500,1.0,42.3554334,-71.060511
UK,London,Imperial College,Computer Engineering,Master,2.0,42000,75.3,1800,485,800,0.79,51.5074456,-0.1277653
Spain,Madrid,Universidad Politecnica,Software Engineering,PhD,4.0,3500,71.4,1100,80,750,0.92,40.4167047,-3.7035825
Italy,Milan,Politecnico di Milano,Data Analytics,Master,2.0,4000,73.2,1200,120,700,0.92,45.4641943,9.1896346
France,Paris,Sorbonne University,Computer Science,Master,2.0,4500,84.3,1800,99,850,0.92,48.8534951,2.3483915
Malaysia,Penang,USM,Information Systems,Bachelor,3.0,7500,52.1,450,120,400,4.65,5.4065013,100.2559077
Saudi Arabia,Jeddah,King Abdulaziz University,Data Engineering,Master,2.0,4800,70.2,750,200,800,3.75,21.5504432,39.1742363
USA,Stanford,Stanford University,Computer Science,PhD,5.0,52000,84.3,2300,160,1500,1.0,37.4265407,-122.1703055
UK,Cambridge,University of Cambridge,Artificial Intelligence,PhD,4.0,45000,71.5,1600,485,800,0.79,52.2055314,0.1186637
Spain,Barcelona,Universitat de Barcelona,Data Science,Master,2.0,3800,73.6,1000,80,750,0.92,41.3825802,2.177073
Italy,Rome,Sapienza University,Software Engineering,Bachelor,3.0,3500,71.2,1100,120,700,0.92,41.8933203,12.4829321
France,Lyon,École Normale Supérieure,Computer Engineering,Master,2.0,4200,75.6,1200,99,850,0.92,45.7578137,4.8320114
Malaysia,Johor Bahru,UTM,Data Analytics,PhD,4.0,8000,51.8,400,120,400,4.65,1.4581986,103.7649059
Saudi Arabia,Dhahran,KFUPM,Computer Science,Master,2.0,4500,68.5,700,200,800,3.75,26.2966528,50.1202146
USA,Berkeley,UC Berkeley,Data Science,Master,2.0,54000,83.2,2000,160,1500,1.0,37.8708393,-122.272863
UK,Oxford,University of Oxford,Software Engineering,Master,2.0,40000,71.5,1400,485,800,0.79,51.7520131,-1.2578499
Spain,Valencia,Universidad de Valencia,Information Systems,PhD,4.0,3200,68.5,800,80,750,0.92,39.4697065,-0.3763353
Italy,Turin,Politecnico di Torino,Artificial Intelligence,Master,2.0,3800,69.8,900,120,700,0.92,45.0677551,7.6824892
France,Toulouse,INSA Toulouse,Data Engineering,PhD,4.0,4300,72.1,1000,99,850,0.92,43.6044622,1.4442469
Malaysia,Kuching,UNIMAS,Computer Science,Master,2.0,7000,49.5,380,120,400,4.65,1.5597561,110.345397
Saudi Arabia,Medina,Islamic University,Software Development,Bachelor,4.0,4200,65.4,650,200,800,3.75,24.471153,39.6111216
USA,MIT,Massachusetts,Robotics,PhD,5.0,56000,82.1,2100,160,1500,1.0,42.3582529,-71.0966272
UK,Edinburgh,University of Edinburgh,Data Science,Master,2.0,38000,67.8,1100,485,800,0.79,55.9533456,-3.1883749
Spain,Seville,Universidad de Sevilla,Computer Engineering,Master,2.0,3000,65.4,750,80,750,0.92,37.3886303,-5.9953403
Italy,Bologna,University of Bologna,Information Systems,PhD,4.0,3600,70.5,950,120,700,0.92,44.4938203,11.3426327
France,Marseille,Aix-Marseille University,Artificial Intelligence,Master,2.0,4100,73.5,1100,99,850,0.92,43.2961743,5.3699525
Malaysia,Cyberjaya,Multimedia University,Data Analytics,Bachelor,3.0,7800,53.2,450,120,400,4.65,2.9338908,101.6455587
Saudi Arabia,Dammam,Imam Abdulrahman University,Computer Science,Master,2.0,4600,67.8,680,200,800,3.75,26.4367824,50.1039991
USA,New York,Columbia University,Data Science,Master,2.0,62000,100.0,2500,160,1500,1.0,40.7127281,-74.0060152
UK,Manchester,University of Manchester,Software Engineering,PhD,4.0,35000,65.4,900,485,800,0.79,53.4794892,-2.2451148
Spain,Granada,Universidad de Granada,Computer Science,Bachelor,3.0,2800,64.5,700,80,750,0.92,37.1734995,-3.5995337
Italy,Florence,University of Florence,Data Engineering,Master,2.0,3500,71.2,1000,120,700,0.92,43.7697955,11.2556404
France,Bordeaux,University of Bordeaux,Information Systems,PhD,4.0,4300,72.1,1000,99,850,0.92,44.841225,-0.5800364
Malaysia,Bangi,UKM,Artificial Intelligence,Master,2.0,7200,51.5,420,120,400,4.65,2.9040583,101.7862548
Saudi Arabia,Taif,Taif University,Software Development,Master,2.0,4400,64.5,600,200,800,3.75,21.2702801,40.4158308
USA,Los Angeles,UCLA,Computer Engineering,PhD,5.0,52000,79.8,2200,160,1500,1.0,34.0536909,-118.242766
UK,Bristol,University of Bristol,Data Analytics,Master,2.0,36000,68.9,1200,485,800,0.79,51.4538022,-2.5972985
Spain,Bilbao,University of the Basque Country,Information Technology,Master,2.0,3400,67.8,850,80,750,0.92,43.2630018,-2.9350039
Italy,Naples,University of Naples,Computer Science,Bachelor,3.0,3200,67.8,800,120,700,0.92,40.8358846,14.2487679
France,Nice,University of Nice,Data Science,Master,2.0,4100,76.5,1300,99,850,0.92,43.7009358,7.2683912
Malaysia,Melaka,UTeM,Software Engineering,PhD,4.0,7500,50.2,400,120,400,4.65,2.3293744,102.2880962
Saudi Arabia,Tabuk,University of Tabuk,Computer Engineering,Bachelor,4.0,4100,63.2,580,200,800,3.75,28.3251866,37.6328648
USA,Chicago,University of Chicago,Artificial Intelligence,Master,2.0,58000,84.1,1900,160,1500,1.0,41.8755616,-87.6244212
UK,Glasgow,University of Glasgow,Data Engineering,PhD,4.0,34000,64.5,950,485,800,0.79,55.861155,-4.2501687
Spain,Salamanca,University of Salamanca,Information Systems,Master,2.0,3100,62.1,600,80,750,0.92,40.9651572,-5.6640182
Italy,Pisa,University of Pisa,Software Development,Master,2.0,3300,68.9,850,120,700,0.92,43.4714722,10.6797912
France,Lille,University of Lille,Computer Science,Bachelor,3.0,4200,69.8,950,99,850,0.92,50.6365654,3.0635282
